代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高价,最低价,今开,昨收,量比,换手率,市盈率,市净率
688185,康希诺-U,380.01,2.98%,11.01,1.46万,5.51亿,8.63%,389.88,358.05,365.1,369,1.52,6.43%,-400.96,14.96
600738,兰州民百,6.59,2.97%,0.19,14.77万,9730.42万,7.03%,6.73,6.28,6.37,6.4,2.24,1.99%,48.13,3.04
600732,爱旭股份,19.61,2.94%,0.56,22.92万,4.49亿,4.83%,19.98,19.06,19.2,19.05,1.27,5.13%,80.05,8.13
600690,海尔智家,32.58,2.94%,0.93,54.34万,17.56亿,4.27%,32.98,31.63,31.7,31.65,1.19,0.86%,35.01,5.88
600549,厦门钨业,17.18,2.94%,0.49,45.90万,7.87亿,5.03%,17.46,16.62,16.7,16.69,1.44,3.26%,49.11,3.27
603823,百合花,14.6,2.89%,0.41,1.73万,2551.01万,7.47%,15.2,14.14,14.14,14.19,2.76,0.55%,19.49,2.71
600460,士兰微,29.5,2.86%,0.82,57.51万,16.82亿,7.43%,30.07,27.94,28.1,28.68,1,4.38%,655.69,11.29
603899,晨光文具,94.43,2.84%,2.61,2.67万,2.49亿,5.96%,95.67,90.2,91.38,91.82,1.06,0.29%,71.95,17.63
601958,金钼股份,6.54,2.83%,0.18,56.52万,3.72亿,7.23%,6.74,6.28,6.32,6.36,2.97,1.75%,137.57,1.72
600352,浙江龙盛,14.63,2.81%,0.4,56.30万,8.21亿,5.06%,14.88,14.16,14.3,14.23,2.21,1.73%,11.3,1.77
601127,小康股份,16.11,2.74%,0.43,29.19万,4.60亿,9.06%,16.48,15.06,15.57,15.68,0.7,3.07%,-21.29,3.56
600555,*ST海创,1.5,2.74%,0.04,5.98万,887.89万,8.22%,1.53,1.41,1.46,1.46,0.78,0.61%,39.59,1.8
688185,康希诺-U,379,2.71%,10,1.46万,5.54亿,8.63%,389.88,358.05,365.1,369,1.52,6.47%,-399.89,14.92
600773,西藏城投,7.27,2.68%,0.19,19.97万,1.44亿,5.93%,7.42,7,7.03,7.08,0.92,2.68%,62.77,1.68
600406,国电南瑞,26.99,2.66%,0.7,16.68万,4.44亿,3.50%,27,26.08,26.14,26.29,1.19,0.36%,36.71,3.92
603127,昭衍新药,114.52,2.66%,2.97,3.96万,4.58亿,4.01%,117.4,112.93,113.9,111.55,1.46,1.75%,165.16,26.18
600885,宏发股份,58.25,2.66%,1.51,4.63万,2.66亿,4.16%,58.5,56.14,56.83,56.74,0.83,0.62%,54.48,8.19
600793,宜宾纸业,9.26,2.66%,0.24,6.74万,6032.12万,8.98%,9.3,8.49,9.19,9.02,5.04,3.81%,-11.48,2.76
600960,渤海汽车,4.3,2.63%,0.11,38.25万,1.60亿,6.92%,4.34,4.05,4.17,4.19,0.76,4.02%,673.07,0.87
603212,赛伍技术,40.44,2.59%,1.02,1.11万,4415.26万,5.40%,40.98,38.85,39.5,39.42,0.82,2.76%,98.66,9.01
600580,卧龙电驱,16.26,2.59%,0.41,32.54万,5.19亿,5.36%,16.35,15.5,15.69,15.85,0.99,2.49%,25.63,2.87
603305,旭升股份,34.99,2.58%,0.88,5.20万,1.82亿,5.39%,35.82,33.98,34.35,34.11,1.38,1.16%,50.8,4.86
600346,恒力石化,33.02,2.58%,0.83,31.03万,10.30亿,3.67%,33.88,32.7,33.23,32.19,1.24,0.67%,17.62,5.34
603536,惠发食品,18.7,2.58%,0.47,3.67万,7010.28万,8.17%,20.05,18.56,20.05,18.23,2.08,2.18%,182.35,4.7
600480,凌云股份,8.76,2.58%,0.22,16.43万,1.41亿,8.55%,9.03,8.3,8.43,8.54,1.28,2.15%,320.28,1.44
601137,博威合金,12.75,2.57%,0.32,20.62万,2.62亿,4.91%,12.93,12.32,12.38,12.43,1.79,2.86%,21.4,1.97
600403,大有能源,5.2,2.56%,0.13,60.12万,3.14亿,9.07%,5.45,4.99,5.03,5.07,1.01,2.51%,67.17,1.66
600089,特变电工,10.54,2.53%,0.26,130.91万,13.74亿,5.25%,10.77,10.23,10.36,10.28,1.22,3.52%,18.87,1.23
688598,金博股份,211.22,2.52%,5.2,1.12万,2.40亿,8.22%,223,206.07,211.7,206.02,1.09,5.82%,110.9,13.72
603212,赛伍技术,40.36,2.38%,0.94,1.11万,4416.88万,5.40%,40.98,38.85,39.5,39.42,0.82,2.77%,98.46,8.99
603819,神力股份,11.66,2.37%,0.27,1.31万,1525.59万,6.23%,11.93,11.22,11.39,11.39,1.46,0.60%,157.85,3.43
600111,北方稀土,13.83,2.37%,0.32,130.84万,18.01亿,5.26%,14,13.29,13.35,13.51,1.76,3.60%,74.2,4.99
600403,大有能源,5.19,2.37%,0.12,60.15万,3.14亿,9.07%,5.45,4.99,5.03,5.07,1.01,2.52%,67.04,1.66
601865,福莱特,44.84,2.35%,1.03,30.01万,13.39亿,5.27%,45.81,43.5,44.66,43.81,1.3,7.02%,84.57,17.2
603638,艾迪精密,78.86,2.35%,1.81,1.39万,1.09亿,4.84%,80.23,76.5,77.49,77.05,1.1,0.25%,84.15,20.07
601016,节能风电,4.13,2.23%,0.09,344.69万,14.11亿,11.88%,4.32,3.84,4.1,4.04,1.69,8.29%,28.83,2.12
603666,亿嘉和,101.5,2.23%,2.21,1.43万,1.45亿,6.74%,104,97.31,99.13,99.29,1.83,3.61%,65.37,10.43
603878,武进不锈,7.81,2.23%,0.17,5.04万,3963.79万,7.07%,8.04,7.5,7.68,7.64,3.49,1.26%,12.31,1.32
600418,江淮汽车,11.51,2.22%,0.25,93.71万,10.46亿,7.10%,11.58,10.78,11.08,11.26,1.11,4.95%,385.89,1.68
600188,兖州煤业,10.21,2.20%,0.22,38.28万,3.91亿,4.00%,10.38,9.98,10.04,9.99,1.79,1.29%,6.54,0.88
601908,京运通,13.02,2.20%,0.28,136.00万,17.74亿,9.34%,13.66,12.47,13.3,12.74,1.7,6.82%,46.75,3.43
601377,兴业证券,8.88,2.19%,0.19,194.61万,17.64亿,6.90%,9.36,8.76,8.78,8.69,2.6,2.91%,14.72,1.61
601919,中远海控,14.1,2.17%,0.3,161.04万,23.09亿,8.48%,14.78,13.61,13.8,13.8,1.19,1.86%,33.59,4.43
600320,振华重工,3.77,2.17%,0.08,106.87万,4.06亿,10.03%,3.97,3.6,3.72,3.69,1.01,3.22%,77.53,1.43
600933,爱柯迪,14.88,2.13%,0.31,3.03万,4504.57万,4.53%,15.07,14.41,14.67,14.57,0.98,0.36%,37.94,3.05
600601,方正科技,3.9,2.09%,0.08,12.32万,4779.85万,3.14%,3.92,3.8,3.82,3.82,1.31,0.56%,-38.41,4.98
603128,华贸物流,9.39,2.07%,0.19,39.93万,3.74亿,6.63%,9.63,9.02,9.5,9.2,2.07,3.05%,22.84,2.77
600036,招商银行,45.05,2.04%,0.9,71.93万,32.40亿,2.99%,45.58,44.26,44.29,44.15,0.97,0.35%,11.12,1.83
600876,洛阳玻璃,18.24,2.01%,0.36,12.85万,2.30亿,5.76%,18.36,17.33,17.71,17.88,0.99,4.61%,91.5,7.24
600876,洛阳玻璃,18.24,2.01%,0.36,12.85万,2.30亿,5.76%,18.36,17.33,17.71,17.88,0.99,4.61%,91.5,7.24
688598,金博股份,210.15,2.00%,4.13,1.12万,2.40亿,8.22%,223,206.07,211.7,206.02,1.09,5.83%,110.34,13.65
600861,北京城乡,18.53,1.98%,0.36,2.83万,5212.72万,3.25%,18.65,18.06,18.12,18.17,0.64,0.89%,-41.71,2.63
600036,招商银行,45.02,1.97%,0.87,71.96万,32.41亿,2.99%,45.58,44.26,44.29,44.15,0.97,0.35%,11.12,1.83
603005,晶方科技,72.7,1.96%,1.4,11.90万,8.38亿,6.54%,73.35,68.69,71.11,71.3,1.53,3.70%,65.39,10.47
603520,司太立,62.58,1.96%,1.2,1.93万,1.19亿,3.83%,62.84,60.49,61.25,61.38,0.71,0.82%,57.92,8.45
603779,ST威龙,5.88,1.91%,0.11,8975,530.99万,3.29%,5.99,5.8,5.8,5.77,1.41,0.29%,-8.94,1.64
601908,京运通,12.98,1.88%,0.24,136.03万,17.75亿,9.34%,13.66,12.47,13.3,12.74,1.7,6.83%,46.61,3.42
601118,海南橡胶,5.03,1.82%,0.09,26.14万,1.30亿,4.45%,5.09,4.87,4.94,4.94,1.08,0.61%,-180.48,2.24
600754,锦江酒店,52.9,1.79%,0.93,3.53万,1.87亿,3.43%,53.68,51.9,52.5,51.97,1.23,0.44%,126.32,3.93
600782,新钢股份,4.57,1.78%,0.08,21.28万,9721.08万,2.67%,4.61,4.49,4.52,4.49,1.35,0.67%,5.79,0.64
603637,镇海股份,8.11,1.76%,0.14,3.74万,3063.38万,4.89%,8.32,7.93,8.11,7.97,1.4,1.54%,37.33,2.52
601212,白银有色,2.92,1.74%,0.05,69.43万,2.01亿,5.57%,2.97,2.81,2.83,2.87,1.55,0.94%,731.41,1.53
605006,山东玻纤,8.29,1.72%,0.14,6.78万,5617.85万,4.79%,8.46,8.07,8.19,8.15,1.7,6.78%,33.69,2.44
600507,方大特钢,7.12,1.71%,0.12,32.76万,2.34亿,3.57%,7.2,6.95,6.99,7,1.27,1.52%,7.69,1.82
600316,洪都航空,62.23,1.68%,1.03,31.04万,18.91亿,5.85%,62.8,59.22,59.98,61.2,0.91,4.33%,2639.53,8.97
600238,ST椰岛,8.5,1.67%,0.14,5.11万,4311.21万,7.18%,8.71,8.11,8.11,8.36,0.89,1.15%,-82.07,7.68
601918,新集能源,3.04,1.67%,0.05,55.75万,1.71亿,6.35%,3.15,2.96,3.01,2.99,1.09,2.15%,15.01,1.21
601218,吉鑫科技,4.27,1.67%,0.07,30.85万,1.31亿,4.52%,4.35,4.16,4.18,4.2,1.25,3.16%,18.39,1.57
600872,中炬高新,73.18,1.64%,1.18,7.36万,5.34亿,5.29%,74.71,70.9,72.7,72,1.11,0.92%,65.47,13.27
603733,仙鹤股份,24.86,1.64%,0.4,12.60万,3.09亿,6.95%,25.25,23.55,24.09,24.46,1.71,8.08%,26.62,3.42
603026,石大胜华,52.22,1.63%,0.84,5.61万,2.92亿,3.27%,52.88,51.2,51.88,51.38,0.95,2.77%,137.66,5.68
688179,阿拉丁,73.56,1.63%,1.18,9005,6434.66万,5.46%,73.96,70.01,72.52,72.38,1.08,3.93%,115.52,9.41
600929,雪天盐业,5.63,1.62%,0.09,6.34万,3626.40万,3.97%,5.84,5.62,5.71,5.54,2.04,1.88%,46.03,2.03
601020,华钰矿业,10.8,1.60%,0.17,23.89万,2.56亿,7.53%,11.02,10.22,10.51,10.63,1.48,4.31%,74.49,2.47
600367,红星发展,7.64,1.60%,0.12,7.08万,5388.69万,5.32%,7.79,7.39,7.61,7.52,2.14,2.43%,-122.81,1.71
600097,开创国际,12.13,1.59%,0.19,15.64万,1.94亿,8.21%,12.79,11.81,11.94,11.94,2.22,6.49%,23.73,1.58
603035,常熟汽饰,13.44,1.59%,0.21,7.58万,1.01亿,3.93%,13.57,13.05,13.33,13.23,1.08,2.21%,15.59,1.38
601877,正泰电器,40.82,1.54%,0.62,13.50万,5.48亿,3.93%,41.26,39.68,39.68,40.2,0.99,0.63%,21.6,3.37
603915,国茂股份,29.08,1.54%,0.44,5.98万,1.71亿,5.66%,29.34,27.72,28.6,28.64,1.93,4.79%,43.54,5.73
600258,首旅酒店,20.71,1.52%,0.31,12.10万,2.51亿,3.53%,21.09,20.37,20.44,20.4,1.14,1.24%,-27.64,2.45
600436,片仔癀,298.91,1.51%,4.46,3.11万,9.26亿,3.49%,302.58,292.29,295.26,294.45,0.79,0.52%,101.77,23.96
688011,新光光电,58.59,1.49%,0.86,1.56万,9082.01万,4.21%,59.5,57.07,57.73,57.73,0.96,3.82%,438.23,4.82
688166,博瑞医药,46.03,1.48%,0.67,1.06万,4892.09万,3.51%,46.47,44.88,45.03,45.36,0.9,0.59%,116.27,13.59
601609,金田铜业,10.33,1.47%,0.15,13.74万,1.43亿,5.11%,10.6,10.08,10.14,10.18,1.7,5.68%,31.34,2.29
600803,新奥股份,14.2,1.43%,0.2,8.18万,1.17亿,2.71%,14.4,14.02,14.05,14,1.23,0.67%,22.12,5.2
603693,江苏新能,12.9,1.42%,0.18,6.55万,8516.51万,4.32%,13.18,12.63,12.63,12.72,1.14,3.39%,17.05,1.64
600259,广晟有色,31.6,1.41%,0.44,5.89万,1.87亿,3.24%,32.01,31,31,31.16,1.76,1.95%,237.4,5.59
603606,东方电缆,26.58,1.41%,0.37,16.47万,4.31亿,5.27%,26.88,25.5,26.1,26.21,1.49,2.52%,21.26,6.42
601212,白银有色,2.91,1.39%,0.04,69.45万,2.01亿,5.57%,2.97,2.81,2.83,2.87,1.55,0.94%,728.9,1.53
603027,千禾味业,40.9,1.39%,0.56,8.80万,3.60亿,3.02%,41.45,40.23,40.36,40.34,1.14,1.33%,91.19,14.29
603606,东方电缆,26.56,1.34%,0.35,16.47万,4.31亿,5.27%,26.88,25.5,26.1,26.21,1.49,2.52%,21.24,6.41
600745,闻泰科技,108.09,1.29%,1.38,17.58万,18.94亿,5.52%,110.4,104.51,106.7,106.71,1.39,2.14%,44.68,4.69
601615,明阳智能,19.64,1.29%,0.25,49.71万,9.72亿,5.93%,20.12,18.97,19.39,19.39,1.73,5.06%,29.62,2.76
600985,淮北矿业,11.79,1.29%,0.15,16.44万,1.94亿,3.87%,11.96,11.51,11.58,11.64,1.78,2.53%,6.93,1.24
600382,广东明珠,6.3,1.29%,0.08,35.44万,2.23亿,7.88%,6.5,6.01,6.24,6.22,1.44,4.49%,11.35,0.79
600282,南钢股份,3.15,1.29%,0.04,37.66万,1.18亿,2.57%,3.17,3.09,3.11,3.11,1.79,0.85%,7.24,0.85
603489,八方股份,184.44,1.29%,2.34,3970,7318.75万,2.63%,186,181.21,182.5,182.1,0.82,0.56%,54.34,10.12
603967,中创物流,13.57,1.27%,0.17,1.58万,2163.99万,5.37%,13.98,13.26,13.39,13.4,2.63,2.36%,19.95,1.87
601699,潞安环能,6.43,1.26%,0.08,34.23万,2.22亿,4.09%,6.61,6.35,6.37,6.35,1.55,1.14%,10.6,0.72
600975,新五丰,9,1.24%,0.11,36.90万,3.34亿,4.16%,9.21,8.84,8.95,8.89,1.51,5.65%,18.57,4.25
603089,正裕工业,9.4,1.18%,0.11,4.19万,3989.93万,5.06%,9.8,9.33,9.36,9.29,1.77,1.88%,43.21,2.26
601233,桐昆股份,22.36,1.18%,0.26,34.81万,7.93亿,4.25%,23.3,22.36,22.54,22.1,1,1.58%,20.45,2.49
600882,妙可蓝多,59.87,1.17%,0.69,3.36万,2.00亿,4.56%,60.9,58.2,58.9,59.18,0.65,0.82%,347.79,16.57
601696,中银证券,27.3,1.15%,0.31,23.24万,6.43亿,5.04%,28.16,26.8,26.8,26.99,0.98,8.36%,67.07,5.07
600139,西部资源,3.53,1.15%,0.04,47.90万,1.67亿,12.32%,3.7,3.27,3.5,3.49,1.25,7.24%,-102.49,6.96
600765,中航重机,25.33,1.12%,0.28,36.95万,9.14亿,6.19%,25.65,24.1,24.4,25.05,1.03,4.31%,66.51,3.74
688027,国盾量子,244.6,1.12%,2.7,6939,1.73亿,4.42%,255,244.31,247,241.9,1.66,4.26%,-647.03,12.09
601088,中国神华,18.15,1.11%,0.2,41.38万,7.56亿,2.40%,18.46,18.03,18.08,17.95,1.6,0.25%,8.07,1.01
600980,北矿科技,13.83,1.10%,0.15,2.13万,2924.33万,3.14%,13.98,13.55,13.61,13.68,1.68,1.40%,49.06,3.27
600875,东方电气,10.77,1.13%,0.12,24.62万,2.60亿,3.19%,10.77,10.43,10.63,10.65,0.82,1.23%,18.77,1.11
600765,中航重机,25.33,1.12%,0.28,37.02万,9.16亿,6.19%,25.65,24.1,24.4,25.05,1.03,4.32%,66.51,3.74
688027,国盾量子,244.6,1.12%,2.7,6939,1.73亿,4.42%,255,244.31,247,241.9,1.66,4.26%,-647.03,12.09
603922,金鸿顺,14.14,1.07%,0.15,4914,684.79万,6.79%,14.48,13.53,13.85,13.99,1.78,0.38%,-110.51,1.77
600337,美克家居,4.74,1.07%,0.05,14.17万,6809.10万,4.05%,4.88,4.69,4.71,4.69,2.12,0.80%,249.06,2
600363,联创光电,26.65,1.06%,0.28,9.10万,2.42亿,2.92%,26.85,26.08,26.4,26.37,1.04,2.05%,42.59,4.12
603628,清源股份,10.48,1.06%,0.11,5.38万,5559.76万,5.21%,10.64,10.1,10.3,10.37,1.12,1.96%,42.38,3.05
603268,松发股份,17.29,1.05%,0.18,7954,1358.22万,4.44%,17.47,16.71,17.11,17.11,1.46,0.64%,226.09,3.29
600763,通策医疗,299.6,1.05%,3.1,1.52万,4.54亿,2.40%,301.93,294.8,296,296.5,0.74,0.47%,182.05,43.97
600835,上海机电,21.31,1.04%,0.22,6.65万,1.41亿,4.65%,21.69,20.71,21.12,21.09,1.37,0.82%,17.78,1.85
601788,光大证券,18.45,1.04%,0.19,43.05万,7.94亿,3.50%,18.75,18.11,18.3,18.26,0.98,1.10%,19.28,1.68
601608,中信重工,3.89,1.04%,0.04,27.59万,1.07亿,3.38%,3.93,3.8,3.86,3.85,0.49,0.64%,62.6,2.3
600884,杉杉股份,16.64,1.03%,0.17,62.23万,10.11亿,7.77%,16.91,15.63,16.47,16.47,1.32,3.82%,73.19,2.29
601666,平煤股份,5.9,1.03%,0.06,31.35万,1.85亿,4.97%,6.03,5.74,5.82,5.84,1.33,1.35%,9.86,0.94
600980,北矿科技,13.82,1.02%,0.14,2.13万,2930.55万,3.14%,13.98,13.55,13.61,13.68,1.68,1.40%,49.03,3.27
600482,中国动力,19.26,1.00%,0.19,8.49万,1.61亿,3.88%,19.4,18.66,19,19.07,1.1,1.34%,53.11,1.17
603300,华铁应急,6.15,0.99%,0.06,2.44万,1510.44万,2.96%,6.28,6.1,6.1,6.09,1.33,0.36%,26.31,1.79
603650,彤程新材,31.61,0.96%,0.3,2.92万,9241.11万,3.70%,32.2,31.04,31.64,31.31,1.11,2.22%,42.19,7.86
603517,绝味食品,87.3,0.92%,0.8,3.67万,3.18亿,5.50%,88.81,84.05,85.98,86.5,0.96,0.60%,76.63,11.16
600595,*ST中孚,2.21,0.91%,0.02,3.26万,720.33万,3.20%,2.24,2.17,2.17,2.19,0.55,0.19%,-13.24,1.37
603583,捷昌驱动,81.03,0.90%,0.72,1.66万,1.36亿,7.40%,84.94,79,80.11,80.31,1.21,1.13%,47.6,6.32
600107,美尔雅,9.08,0.89%,0.08,6.93万,6309.39万,6.11%,9.35,8.8,8.96,9,2.24,1.92%,-57.71,5.82
600391,航发科技,26.11,0.89%,0.23,13.84万,3.53亿,5.53%,26.2,24.77,25.88,25.88,0.93,4.19%,-110.36,6.09
600821,*ST劝业,4.56,0.88%,0.04,3.41万,1567.11万,3.76%,4.69,4.52,4.52,4.52,1.27,0.82%,149.11,1.77
600997,开滦股份,5.86,0.86%,0.05,17.59万,1.04亿,4.30%,6,5.75,5.81,5.81,1.14,1.11%,8.66,0.79
600703,三安光电,29.95,0.84%,0.25,84.91万,24.99亿,4.68%,30.25,28.86,29.78,29.7,1.19,2.08%,107.22,4.59
603112,华翔股份,10.85,0.84%,0.09,3.31万,3555.59万,6.32%,11.06,10.38,10.76,10.76,2.22,6.23%,23.51,2.75
600508,上海能源,9.7,0.83%,0.08,11.32万,1.10亿,3.33%,9.84,9.52,9.57,9.62,1.18,1.57%,8.73,0.67
603300,华铁应急,6.14,0.82%,0.05,2.45万,1516.65万,2.96%,6.28,6.1,6.1,6.09,1.33,0.37%,26.27,1.79
688560,明冠新材,31.05,0.81%,0.25,4.64万,1.43亿,7.21%,31.88,29.66,30.47,30.8,1.16,13.90%,48.18,3.92
601021,春秋航空,55.95,0.81%,0.45,4.38万,2.47亿,4.41%,57.5,55.05,56.18,55.5,1.09,0.48%,-257.66,3.51
605151,西上海,19.9,0.81%,0.16,3.47万,6890.87万,5.52%,20.43,19.34,19.55,19.74,1.14,10.41%,23.2,2.38
603517,绝味食品,87.2,0.81%,0.7,3.68万,3.19亿,5.50%,88.81,84.05,85.98,86.5,0.95,0.60%,76.54,11.15
600317,营口港,2.6,0.78%,0.02,18.17万,4753.41万,2.33%,2.65,2.59,2.6,2.58,1.19,0.28%,13.71,1.3
600338,西藏珠峰,10.43,0.77%,0.08,29.81万,3.13亿,7.63%,10.87,10.08,10.28,10.35,1.01,3.26%,98.2,3.96
600183,生益科技,27.91,0.76%,0.21,26.52万,7.45亿,2.56%,28.48,27.77,27.77,27.7,1.05,1.16%,36.81,6.68
600808,马钢股份,2.66,0.76%,0.02,35.38万,9401.26万,2.27%,2.68,2.62,2.63,2.64,1.81,0.59%,9.87,0.73
601966,玲珑轮胎,38.99,0.75%,0.29,8.39万,3.26亿,3.05%,39.48,38.3,38.88,38.7,0.79,0.62%,25.12,3.33
603663,三祥新材,14.81,0.75%,0.11,7716,1133.48万,4.22%,14.97,14.35,14.68,14.7,0.93,0.40%,48.79,4.78
601968,宝钢包装,8.2,0.74%,0.06,6.10万,4949.43万,5.41%,8.33,7.89,8.17,8.14,1.65,0.73%,34.9,2.88
600884,杉杉股份,16.59,0.73%,0.12,62.42万,10.14亿,7.77%,16.91,15.63,16.47,16.47,1.31,3.83%,72.97,2.28
603077,和邦生物,1.39,0.72%,0.01,81.21万,1.12亿,2.17%,1.4,1.37,1.38,1.38,0.65,0.92%,-46.3,1.12
601021,春秋航空,55.9,0.72%,0.4,4.39万,2.47亿,4.41%,57.5,55.05,56.18,55.5,1.09,0.48%,-257.43,3.51
603922,金鸿顺,14.09,0.71%,0.1,4920,685.64万,6.79%,14.48,13.53,13.85,13.99,1.77,0.38%,-110.12,1.76
600022,山东钢铁,1.41,0.71%,0.01,62.13万,8740.14万,2.14%,1.42,1.39,1.4,1.4,1.4,0.57%,19.69,0.73
600722,金牛化工,4.35,0.69%,0.03,11.35万,4921.12万,6.48%,4.5,4.22,4.29,4.32,0.66,1.67%,226.81,2.92
601666,平煤股份,5.88,0.68%,0.04,31.35万,1.85亿,4.97%,6.03,5.74,5.82,5.84,1.32,1.35%,9.83,0.94
603663,三祥新材,14.8,0.68%,0.1,7741,1137.18万,4.22%,14.97,14.35,14.68,14.7,0.93,0.40%,48.76,4.78
600741,华域汽车,29.85,0.67%,0.2,24.64万,7.24亿,3.95%,29.98,28.81,29.66,29.65,1.24,0.78%,22.75,1.88
601598,中国外运,4.6,0.66%,0.03,70.95万,3.32亿,7.22%,4.84,4.51,4.56,4.57,1.58,5.25%,12.27,1.15
600508,上海能源,9.68,0.62%,0.06,11.33万,1.10亿,3.33%,9.84,9.52,9.57,9.62,1.18,1.57%,8.71,0.67
601966,玲珑轮胎,38.94,0.62%,0.24,8.39万,3.27亿,3.05%,39.48,38.3,38.88,38.7,0.79,0.62%,25.09,3.33
603768,常青股份,16.34,0.62%,0.1,7193,1173.78万,1.60%,16.48,16.22,16.27,16.24,0.56,0.35%,33.65,1.89
600307,酒钢宏兴,1.64,0.61%,0.01,53.12万,8725.56万,3.07%,1.66,1.61,1.63,1.63,1.31,0.85%,21.5,0.84
601678,滨化股份,5.33,0.57%,0.03,18.36万,9764.37万,2.64%,5.38,5.24,5.33,5.3,1.79,1.12%,27.57,1.4
600184,光电股份,12.55,0.56%,0.07,11.78万,1.49亿,3.29%,12.88,12.47,12.67,12.48,1.05,2.32%,115.48,2.67
688099,晶晨股份,75,0.55%,0.41,1.78万,1.34亿,3.16%,76.37,74.01,75,74.59,0.87,0.84%,-1739.45,11.08
600348,阳泉煤业,5.53,0.55%,0.03,33.60万,1.89亿,4.55%,5.72,5.47,5.5,5.5,1.5,1.40%,9.11,0.77
600123,兰花科创,5.56,0.54%,0.03,17.09万,9572.01万,3.07%,5.68,5.51,5.54,5.53,1.32,1.50%,19.45,0.6
601969,海南矿业,5.71,0.53%,0.03,9.11万,5242.20万,3.52%,5.84,5.64,5.65,5.68,1.24,0.47%,132.2,2.85
600184,光电股份,12.55,0.56%,0.07,11.82万,1.50亿,3.29%,12.88,12.47,12.67,12.48,1.05,2.32%,115.48,2.67
603112,华翔股份,10.82,0.56%,0.06,3.32万,3560.89万,6.32%,11.06,10.38,10.76,10.76,2.22,6.24%,23.45,2.74
601969,海南矿业,5.71,0.53%,0.03,9.13万,5250.58万,3.52%,5.84,5.64,5.65,5.68,1.25,0.47%,132.2,2.85
601880,大连港,1.93,0.52%,0.01,20.62万,3994.41万,1.56%,1.95,1.92,1.94,1.92,0.93,0.27%,26.25,1.29
601939,建设银行,6.29,0.48%,0.03,125.71万,7.92亿,1.92%,6.38,6.26,6.28,6.26,1.21,1.31%,5.73,0.71
600599,*ST熊猫,4.28,0.47%,0.02,1.99万,858.81万,2.58%,4.37,4.26,4.26,4.26,0.93,1.20%,20.02,1.17
601989,中国重工,4.36,0.46%,0.02,134.93万,5.79亿,3.69%,4.39,4.23,4.3,4.34,1.41,0.74%,-664.42,1.17
600795,国电电力,2.18,0.46%,0.01,36.83万,8043.00万,1.84%,2.2,2.16,2.17,2.17,0.89,0.19%,14.43,0.84
600104,上汽集团,23.07,0.44%,0.1,42.60万,9.80亿,2.44%,23.27,22.71,23.05,22.97,0.72,0.36%,12.14,1.06
603725,天安新材,6.96,0.43%,0.03,1.40万,989.17万,3.46%,7.16,6.92,7.06,6.93,1.64,0.68%,58.65,1.78
600280,*ST中商,2.32,0.43%,0.01,1.19万,277.26万,2.60%,2.36,2.3,2.31,2.31,0.55,0.10%,-130.99,3.22
600299,安迪苏,11.76,0.43%,0.05,4.70万,5526.12万,2.56%,11.89,11.59,11.73,11.71,0.89,0.18%,21.54,2.3
600600,青岛啤酒,109.41,0.42%,0.46,4.37万,4.75亿,3.39%,110.7,107.01,108.96,108.95,0.94,0.63%,37.59,7.01
603198,迎驾贡酒,39.06,0.41%,0.16,17.63万,6.80亿,8.35%,40.35,37.1,38.37,38.9,1.1,2.20%,44.06,6.62
601686,友发集团,12.53,0.40%,0.05,6.01万,7592.12万,3.61%,12.8,12.35,12.5,12.48,1.07,4.24%,12.03,2.85
601975,招商南油,2.51,0.40%,0.01,46.09万,1.17亿,2.80%,2.56,2.49,2.51,2.5,1.45,1.29%,6.73,2.14
600132,重庆啤酒,131.26,0.40%,0.52,1.60万,2.08亿,3.23%,132.02,127.8,131,130.74,0.94,0.33%,103.37,52.9
603816,顾家家居,72.86,0.39%,0.28,3.05万,2.24亿,4.71%,74.69,71.27,73.62,72.58,0.85,0.49%,34.22,6.72
601003,柳钢股份,5.23,0.38%,0.02,6.64万,3488.91万,2.30%,5.3,5.18,5.21,5.21,1.17,0.26%,8.14,1.17
600808,马钢股份,2.65,0.38%,0.01,35.40万,9406.07万,2.27%,2.68,2.62,2.63,2.64,1.81,0.59%,9.83,0.73
600567,山鹰国际,3.17,0.32%,0.01,76.53万,2.43亿,2.85%,3.22,3.13,3.14,3.16,2,1.67%,11.11,0.99
600110,诺德股份,10.21,0.29%,0.03,55.10万,5.72亿,4.72%,10.62,10.14,10.25,10.18,1.16,4.79%,-655.49,4.2
601068,中铝国际,3.56,0.28%,0.01,9.43万,3396.06万,5.35%,3.68,3.49,3.54,3.55,2.37,3.19%,-44.13,1.34
600958,东方证券,11.5,0.26%,0.03,40.85万,4.73亿,2.09%,11.7,11.46,11.58,11.47,1.03,0.71%,19.77,1.45
603129,春风动力,163.2,0.25%,0.41,7312,1.19亿,4.14%,165.75,159.01,160.5,162.79,0.77,0.55%,55.45,16.65
601003,柳钢股份,5.22,0.19%,0.01,6.69万,3513.97万,2.30%,5.3,5.18,5.21,5.21,1.18,0.26%,8.12,1.17
688099,晶晨股份,74.73,0.19%,0.14,1.79万,1.35亿,3.16%,76.37,74.01,75,74.59,0.88,0.85%,-1733.18,11.04
688229,博睿数据,106.8,0.19%,0.2,4144,4417.53万,5.73%,109.55,103.44,107,106.6,1.88,4.10%,346.62,5.47
