代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高价,最低价,今开,昨收,量比,换手率,市盈率,市净率
600819,耀皮玻璃,5.64,-2.42%,-0.14,11.91万,6714.68万,4.33%,5.79,5.54,5.76,5.78,0.75,1.59%,35.34,1.56
600839,四川长虹,2.81,-2.43%,-0.07,42.44万,1.20亿,2.43%,2.87,2.8,2.86,2.88,0.9,0.92%,-74.37,1.01
603223,恒通股份,18.05,-2.43%,-0.45,1.35万,2468.90万,4.22%,18.8,18.02,18.28,18.5,0.77,0.48%,57.83,4.65
600195,中牧股份,12.83,-2.43%,-0.32,11.50万,1.49亿,3.50%,13.25,12.79,13.25,13.15,0.96,1.13%,20.1,2.86
600698,ST天雁,2.4,-2.44%,-0.06,5.09万,1253.22万,4.47%,2.51,2.4,2.44,2.46,0.96,0.69%,561.46,3.31
603699,纽威股份,12.79,-2.44%,-0.32,2.76万,3630.78万,4.27%,13.34,12.78,13.11,13.11,1.05,0.37%,17.95,3.48
600291,西水股份,5.19,-2.44%,-0.13,16.36万,8672.80万,4.51%,5.42,5.18,5.25,5.32,0.72,1.50%,-0.49,3.91
600171,上海贝岭,13.57,-2.44%,-0.34,6.42万,8874.57万,3.74%,14.05,13.53,13.94,13.91,0.94,0.92%,53.19,3.31
600388,龙净环保,8.78,-2.44%,-0.22,5.22万,4634.41万,3.11%,9.05,8.77,9.02,9,1.01,0.49%,12.29,1.63
600375,汉马科技,7.15,-2.46%,-0.18,9.67万,6938.23万,3.68%,7.36,7.09,7.3,7.33,1.21,1.74%,-17.37,1.48
600210,紫江企业,4.36,-2.46%,-0.11,6.19万,2721.48万,2.68%,4.47,4.35,4.46,4.47,1.1,0.41%,11.26,1.32
603988,中电电机,11.08,-2.46%,-0.28,2.25万,2523.34万,2.64%,11.37,11.07,11.36,11.36,1.22,0.96%,11.34,3.44
688015,交控科技,35.98,-2.47%,-0.91,7859,2841.33万,2.74%,36.89,35.88,36.6,36.89,1.33,0.87%,33.66,4.88
600742,一汽富维,9.48,-2.47%,-0.24,6.31万,6018.85万,2.78%,9.69,9.42,9.65,9.72,1.07,0.94%,11.67,1.04
600824,益民集团,3.55,-2.47%,-0.09,3.09万,1103.10万,3.30%,3.65,3.53,3.64,3.64,2.32,0.29%,89.93,1.51
603239,浙江仙通,17.3,-2.48%,-0.44,1.03万,1799.26万,3.78%,17.88,17.21,17.88,17.74,0.71,0.38%,49.72,5.02
600787,中储股份,4.71,-2.48%,-0.12,8.87万,4236.97万,3.31%,4.86,4.7,4.84,4.83,0.74,0.40%,28.62,0.91
603033,三维股份,23.52,-2.49%,-0.6,5655,1345.54万,3.28%,24.24,23.45,24.12,24.12,0.62,0.23%,63.47,3.45
603359,东珠生态,15.25,-2.49%,-0.39,1.34万,2077.44万,2.62%,15.64,15.23,15.59,15.64,0.72,0.42%,10.45,1.53
603839,安正时尚,9.77,-2.50%,-0.25,8716,857.73万,2.30%,10,9.77,10,10.02,1.45,0.22%,22.08,1.39
688001,华兴源创,37.12,-2.50%,-0.95,5881,2194.21万,3.23%,38.17,36.94,38.16,38.07,0.99,1.53%,53.78,5.23
603877,太平鸟,29.19,-2.54%,-0.76,7802,2307.56万,4.84%,30.45,29,29.84,29.95,0.82,0.16%,33.65,3.98
601949,中国出版,5.37,-2.54%,-0.14,5.60万,3028.02万,3.27%,5.54,5.36,5.51,5.51,1.24,0.31%,19,1.43
600533,栖霞建设,3.06,-2.55%,-0.08,6.86万,2131.97万,3.18%,3.16,3.06,3.14,3.14,1.22,0.65%,8.51,0.78
688536,思瑞浦,405.46,-2.55%,-10.61,6381,2.59亿,5.36%,417.47,395.15,410.7,416.07,0.88,3.53%,149.42,12.73
603988,中电电机,11.07,-2.55%,-0.29,2.25万,2523.67万,2.64%,11.37,11.07,11.36,11.36,1.22,0.96%,11.33,3.44
603500,祥和实业,11.06,-2.56%,-0.29,1.38万,1537.41万,2.11%,11.3,11.06,11.3,11.35,1.12,0.78%,38.11,2.31
600388,龙净环保,8.77,-2.56%,-0.23,5.25万,4657.40万,3.11%,9.05,8.77,9.02,9,1.01,0.49%,12.28,1.62
600792,云煤能源,3.81,-2.56%,-0.1,22.87万,8889.13万,7.93%,4.04,3.73,3.89,3.91,0.76,2.31%,231.31,1.12
600825,新华传媒,4.19,-2.56%,-0.11,3.75万,1588.90万,3.02%,4.32,4.19,4.3,4.3,0.95,0.36%,209.2,1.62
601512,中新集团,9.5,-2.56%,-0.25,2.45万,2355.05万,2.97%,9.78,9.49,9.78,9.75,1.6,0.31%,11.15,1.33
600461,洪城水业,6.46,-2.56%,-0.17,7.79万,5093.03万,3.02%,6.65,6.45,6.62,6.63,1.85,0.86%,8.82,1.21
603488,展鹏科技,9.86,-2.57%,-0.26,2.59万,2577.91万,2.77%,10.12,9.84,10.12,10.12,1.21,0.89%,30.9,3.2
688981,中芯国际-U,58.99,-2.58%,-1.56,30.49万,18.26亿,4.84%,61.68,58.75,60.96,60.55,0.99,2.93%,113.28,4.68
600736,苏州高新,4.53,-2.58%,-0.12,4.93万,2264.98万,3.01%,4.66,4.52,4.66,4.65,1.57,0.43%,25.44,0.76
603711,香飘飘,20.73,-2.58%,-0.55,1.16万,2418.60万,2.16%,21.18,20.72,21.18,21.28,0.95,0.29%,146.13,3.43
601199,江南水务,3.76,-2.59%,-0.1,3.68万,1402.20万,3.63%,3.89,3.75,3.86,3.86,1.79,0.39%,16.88,1.18
600375,汉马科技,7.14,-2.59%,-0.19,9.68万,6939.16万,3.68%,7.36,7.09,7.3,7.33,1.21,1.74%,-17.35,1.48
603777,来伊份,12.4,-2.59%,-0.33,1.93万,2408.61万,3.14%,12.73,12.33,12.73,12.73,1.15,0.57%,-83.42,2.47
600487,亨通光电,13.52,-2.59%,-0.36,10.86万,1.48亿,2.52%,13.86,13.51,13.82,13.88,1.19,0.57%,27.41,1.59
688065,凯赛生物,84.85,-2.59%,-2.26,5531,4744.55万,3.44%,87.8,84.8,87.11,87.11,1.2,1.46%,82.53,3.45
601999,出版传媒,5.63,-2.60%,-0.15,2.15万,1226.63万,3.46%,5.8,5.6,5.74,5.78,1.56,0.39%,19.61,1.33
600819,耀皮玻璃,5.63,-2.60%,-0.15,11.93万,6728.15万,4.33%,5.79,5.54,5.76,5.78,0.75,1.60%,35.27,1.56
600756,浪潮软件,15,-2.60%,-0.4,3.55万,5356.54万,2.79%,15.4,14.97,15.4,15.4,1.26,1.10%,-34.51,2.09
600172,黄河旋风,3,-2.60%,-0.08,15.57万,4703.01万,2.92%,3.08,2.99,3.07,3.08,0.98,1.27%,-28.11,1.06
600987,航民股份,5.62,-2.60%,-0.15,4.93万,2805.05万,2.77%,5.77,5.61,5.75,5.77,1.27,0.54%,11.42,1.22
600390,五矿资本,6.73,-2.60%,-0.18,14.51万,9936.79万,3.33%,6.95,6.72,6.92,6.91,1.22,0.32%,7.08,0.81
600624,复旦复华,7.84,-2.61%,-0.21,3.44万,2732.47万,2.36%,8.03,7.84,8.03,8.05,1.1,0.50%,163.05,4.51
600576,祥源文化,3.36,-2.61%,-0.09,2.03万,689.87万,3.19%,3.46,3.35,3.45,3.45,1.52,0.33%,413.75,2.07
603020,爱普股份,9.68,-2.62%,-0.26,2.58万,2511.55万,3.92%,9.99,9.6,9.94,9.94,1.6,0.80%,17.02,1.41
603778,乾景园林,4.09,-2.62%,-0.11,2.39万,983.17万,4.05%,4.26,4.09,4.26,4.2,1.53,0.48%,-116.57,1.76
601860,紫金银行,4.09,-2.62%,-0.11,46.30万,1.92亿,4.29%,4.26,4.08,4.2,4.2,0.93,2.66%,9.69,1.06
603028,赛福天,10.01,-2.63%,-0.27,1.21万,1217.21万,3.21%,10.18,9.85,10.18,10.28,1.25,0.55%,62.13,3.02
601607,上海医药,18.79,-2.64%,-0.51,10.25万,1.95亿,2.90%,19.3,18.74,19.3,19.3,1.43,0.53%,11.12,1.2
603926,铁流股份,11.04,-2.65%,-0.3,6079,675.53万,3.09%,11.36,11.01,11.36,11.34,1.93,0.38%,14.84,1.48
600667,太极实业,9.18,-2.65%,-0.25,14.36万,1.33亿,2.76%,9.43,9.17,9.39,9.43,1.07,0.68%,27.89,2.76
603323,苏农银行,4.77,-2.65%,-0.13,19.31万,9364.92万,3.67%,4.94,4.76,4.91,4.9,0.89,1.34%,7.3,0.73
600691,阳煤化工,2.2,-2.65%,-0.06,12.13万,2694.91万,2.65%,2.26,2.2,2.26,2.26,1.04,0.69%,-5.58,1.11
600635,大众公用,4.03,-2.66%,-0.11,15.61万,6348.93万,2.90%,4.15,4.03,4.14,4.14,1.44,0.65%,43.77,1.44
600535,天士力,15.02,-2.66%,-0.41,6.51万,9892.67万,3.82%,15.59,15,15.59,15.43,0.93,0.43%,15.49,1.94
603100,川仪股份,10.23,-2.66%,-0.28,3.42万,3527.11万,3.04%,10.51,10.19,10.47,10.51,1.34,0.86%,15.41,1.59
600186,莲花健康,2.92,-2.67%,-0.08,24.58万,7297.57万,4.33%,3.04,2.91,2.97,3,1.07,1.78%,57.75,11.09
600776,东方通信,10.92,-2.67%,-0.3,5.58万,6151.16万,2.67%,11.21,10.91,11.21,11.22,0.6,0.58%,218.8,4.38
603711,香飘飘,20.71,-2.68%,-0.57,1.16万,2425.23万,2.21%,21.18,20.71,21.18,21.28,0.96,0.29%,145.99,3.43
600098,广州发展,6.53,-2.68%,-0.18,21.99万,1.48亿,5.66%,6.9,6.52,6.58,6.71,1.38,0.81%,15.76,1
601186,中国铁建,7.98,-2.68%,-0.22,78.50万,6.33亿,2.80%,8.2,7.97,8.15,8.2,1.49,0.68%,5.46,0.6
603726,朗迪集团,11.59,-2.69%,-0.32,1.37万,1591.35万,4.28%,12.01,11.5,12,11.91,2.87,0.74%,20.45,2.29
600094,大名城,3.62,-2.69%,-0.1,19.29万,7155.84万,4.57%,3.78,3.61,3.7,3.72,1.08,0.85%,20.6,0.69
600977,中国电影,11.94,-2.69%,-0.33,9.19万,1.11亿,2.61%,12.22,11.9,12.2,12.27,0.97,0.49%,-29.89,2.06
600129,太极集团,13.02,-2.69%,-0.36,2.99万,3908.73万,3.29%,13.4,12.96,13.4,13.38,1.47,0.55%,334.48,2.27
600138,中青旅,9.73,-2.70%,-0.27,14.56万,1.44亿,2.80%,10.01,9.73,9.96,10,1.58,2.01%,-41.31,1.09
600778,友好集团,3.6,-2.70%,-0.1,2.41万,872.30万,2.70%,3.69,3.59,3.69,3.7,1.13,0.77%,-5.65,1.47
688128,中国电研,16.88,-2.71%,-0.47,7815,1329.93万,3.57%,17.47,16.85,17.47,17.35,1.87,0.83%,26,3.11
603918,金桥信息,9.68,-2.71%,-0.27,1.70万,1671.37万,3.02%,9.97,9.67,9.97,9.95,1.69,0.73%,44.72,3.34
600420,现代制药,9.32,-2.71%,-0.26,4.43万,4167.70万,3.13%,9.58,9.28,9.55,9.58,1,0.43%,11.38,1.22
600461,洪城水业,6.45,-2.71%,-0.18,7.83万,5115.22万,3.02%,6.65,6.45,6.62,6.63,1.86,0.86%,8.8,1.21
688017,绿的谐波,143.54,-2.72%,-4.01,5478,7860.24万,6.17%,149.8,140.7,142.3,147.55,0.78,1.99%,204.22,10.43
600078,澄星股份,3.57,-2.72%,-0.1,5.19万,1887.01万,3.81%,3.7,3.56,3.68,3.67,1.26,0.78%,310.35,1.36
603321,梅轮电梯,8.56,-2.73%,-0.24,4.11万,3548.03万,2.95%,8.77,8.51,8.7,8.8,0.74,1.34%,51.17,2.43
600668,尖峰集团,13.91,-2.73%,-0.39,3.04万,4260.50万,2.31%,14.24,13.91,14.2,14.3,1.22,0.88%,6.95,1.12
600592,龙溪股份,9.97,-2.73%,-0.28,1.63万,1637.05万,2.54%,10.22,9.96,10.22,10.25,0.67,0.41%,27.47,1.98
600433,冠豪高新,4.95,-2.75%,-0.14,45.64万,2.28亿,5.30%,5.16,4.89,4.97,5.09,1.19,3.59%,45.83,2.3
603609,禾丰牧业,12.37,-2.75%,-0.35,5.70万,7170.74万,3.46%,12.79,12.35,12.72,12.72,0.98,0.63%,9.22,1.77
600850,华东电脑,26.46,-2.76%,-0.75,4.01万,1.07亿,3.20%,27.23,26.36,27.05,27.21,0.96,0.94%,34.35,4.19
603100,川仪股份,10.22,-2.76%,-0.29,3.42万,3529.87万,3.04%,10.51,10.19,10.47,10.51,1.34,0.87%,15.4,1.59
601177,杭齿前进,7.75,-2.76%,-0.22,2.07万,1635.00万,3.01%,7.98,7.74,7.96,7.97,1.55,0.52%,31.42,1.82
601999,出版传媒,5.62,-2.77%,-0.16,2.15万,1227.08万,3.46%,5.8,5.6,5.74,5.78,1.56,0.39%,19.58,1.33
600819,耀皮玻璃,5.62,-2.77%,-0.16,11.93万,6730.34万,4.33%,5.79,5.54,5.76,5.78,0.75,1.60%,35.21,1.56
603969,银龙股份,3.86,-2.77%,-0.11,4.17万,1620.62万,2.77%,3.95,3.84,3.95,3.97,1.43,0.50%,24.81,1.75
603123,翠微股份,6.66,-2.77%,-0.19,1.83万,1226.46万,3.36%,6.85,6.62,6.85,6.85,1.32,0.35%,-114.42,1.1
603023,威帝股份,4.2,-2.78%,-0.12,2.73万,1155.60万,3.47%,4.34,4.19,4.34,4.32,1.74,0.49%,200.67,3.15
601827,三峰环境,8.03,-2.78%,-0.23,5.00万,4057.84万,3.03%,8.28,8.03,8.26,8.26,1.83,1.32%,16.47,1.76
600883,博闻科技,7.68,-2.78%,-0.22,1.54万,1184.95万,2.28%,7.84,7.66,7.81,7.9,1.68,0.65%,100.59,2.67
600159,大龙地产,2.44,-2.79%,-0.07,3.25万,804.01万,2.79%,2.51,2.44,2.51,2.51,1.03,0.39%,37.63,0.86
603860,中公高科,20.87,-2.79%,-0.6,3032,640.61万,3.35%,21.53,20.81,21.53,21.47,1.02,0.45%,-639.89,2.22
603015,弘讯科技,5.91,-2.80%,-0.17,1.66万,990.03万,4.44%,6.18,5.91,6.08,6.08,1.43,0.41%,38.29,1.9
601515,东风股份,5.56,-2.80%,-0.16,2.99万,1684.29万,3.32%,5.75,5.56,5.73,5.72,0.93,0.22%,15.47,1.78
603303,得邦照明,11.46,-2.80%,-0.33,1.67万,1944.70万,3.14%,11.82,11.45,11.78,11.79,0.83,0.34%,14.53,1.97
600896,览海医疗,3.82,-2.80%,-0.11,2.82万,1085.12万,3.05%,3.93,3.81,3.93,3.93,1.13,0.32%,-24,1.9
600198,大唐电信,10.05,-2.80%,-0.29,11.39万,1.16亿,3.48%,10.38,10.02,10.35,10.34,0.74,1.29%,-26.13,-45.74
601186,中国铁建,7.97,-2.80%,-0.23,78.56万,6.34亿,2.80%,8.2,7.97,8.15,8.2,1.49,0.68%,5.46,0.6
600592,龙溪股份,9.96,-2.83%,-0.29,1.65万,1658.47万,2.54%,10.22,9.96,10.22,10.25,0.67,0.41%,27.44,1.98
603986,兆易创新,197.95,-2.83%,-5.77,7.52万,15.03亿,2.77%,203.51,197.86,202.5,203.72,1.01,1.71%,104.05,8.91
600012,皖通高速,6.17,-2.83%,-0.18,7.11万,4412.92万,3.15%,6.35,6.15,6.3,6.35,1.29,0.61%,15.94,0.94
600619,海立股份,7.54,-2.84%,-0.22,3.01万,2289.02万,3.48%,7.79,7.52,7.77,7.76,0.57,0.52%,69,1.51
600653,申华控股,1.71,-2.84%,-0.05,10.97万,1886.28万,3.41%,1.76,1.7,1.75,1.76,1.61,0.56%,-71.26,1.8
688558,国盛智科,26.32,-2.84%,-0.77,6767,1798.73万,3.51%,27.09,26.14,27.04,27.09,1.18,2.16%,32.08,2.91
600698,ST天雁,2.39,-2.85%,-0.07,5.18万,1276.48万,4.88%,2.51,2.39,2.44,2.46,0.98,0.70%,559.12,3.29
601116,三江购物,9.9,-2.85%,-0.29,2.05万,2054.04万,3.14%,10.22,9.9,10.21,10.19,1.99,0.50%,38.04,1.71
601860,紫金银行,4.08,-2.86%,-0.12,46.45万,1.93亿,4.29%,4.26,4.08,4.2,4.2,0.94,2.67%,9.67,1.06
600510,黑牡丹,6.46,-2.86%,-0.19,3.14万,2049.81万,3.01%,6.66,6.46,6.65,6.65,1.43,0.30%,7.13,0.76
603682,锦和商业,7.8,-2.86%,-0.23,1.63万,1290.26万,3.86%,8.07,7.76,8.04,8.03,1.34,1.73%,23.19,2.44
600850,华东电脑,26.43,-2.87%,-0.78,4.02万,1.07亿,3.20%,27.23,26.36,27.05,27.21,0.96,0.94%,34.31,4.19
600636,国新文化,13.87,-2.87%,-0.41,2.55万,3569.00万,3.22%,14.3,13.84,14.28,14.28,0.71,0.57%,55.19,2.08
600323,瀚蓝环境,23.98,-2.88%,-0.71,2.68万,6485.33万,3.65%,24.83,23.93,24.83,24.69,0.77,0.35%,17.94,2.57
603043,广州酒家,40.17,-2.88%,-1.19,2.91万,1.17亿,4.01%,41.16,39.5,41.11,41.36,1.21,0.72%,33.86,6.67
603580,艾艾精工,10.78,-2.88%,-0.32,5491,603.79万,4.32%,11.22,10.74,11.1,11.1,1.42,0.42%,41.14,3.25
600858,银座股份,6.4,-2.88%,-0.19,2.36万,1529.86万,4.10%,6.62,6.35,6.59,6.59,0.85,0.46%,-12.54,1.16
603331,百达精工,10.1,-2.88%,-0.3,3258,331.86万,2.12%,10.32,10.1,10.32,10.4,0.73,0.18%,31.95,2.33
601177,杭齿前进,7.74,-2.89%,-0.23,2.07万,1635.47万,3.01%,7.98,7.74,7.96,7.97,1.55,0.52%,31.38,1.82
600895,张江高科,16.82,-2.89%,-0.5,9.38万,1.60亿,3.18%,17.35,16.8,17.32,17.32,1.12,0.61%,19.4,2.58
603355,莱克电气,30.57,-2.92%,-0.92,1.30万,3953.03万,4.67%,31.46,29.99,31.22,31.49,2.1,0.32%,22.65,3.58
600592,龙溪股份,9.95,-2.93%,-0.3,1.66万,1672.01万,2.63%,10.22,9.95,10.22,10.25,0.68,0.42%,27.41,1.98
603518,锦泓集团,4.96,-2.94%,-0.15,1.49万,753.36万,3.52%,5.13,4.95,5.08,5.11,1.65,0.60%,-1.02,0.79
603111,康尼机电,5.62,-2.94%,-0.17,3.90万,2214.68万,2.94%,5.79,5.62,5.78,5.79,1.18,0.47%,10.73,1.91
600569,安阳钢铁,2.64,-2.94%,-0.08,60.67万,1.63亿,6.62%,2.79,2.61,2.68,2.72,0.9,2.53%,312.09,0.78
600084,ST中葡,2.31,-2.94%,-0.07,6.56万,1518.05万,3.36%,2.37,2.29,2.36,2.38,1.36,0.58%,-52.55,1.2
600895,张江高科,16.81,-2.94%,-0.51,9.39万,1.60亿,3.18%,17.35,16.8,17.32,17.32,1.12,0.61%,19.39,2.58
600383,金地集团,12.52,-2.95%,-0.38,26.60万,3.39亿,4.73%,13.09,12.48,12.9,12.9,0.94,0.59%,8.49,1.08
600433,冠豪高新,4.94,-2.95%,-0.15,45.79万,2.29亿,5.30%,5.16,4.89,4.97,5.09,1.18,3.60%,45.73,2.3
600192,长城电工,4.93,-2.95%,-0.15,5.29万,2628.05万,2.76%,5.06,4.92,5.06,5.08,0.91,1.20%,164.53,1.12
603321,梅轮电梯,8.54,-2.95%,-0.26,4.11万,3550.85万,2.95%,8.77,8.51,8.7,8.8,0.74,1.34%,51.05,2.42
600323,瀚蓝环境,23.96,-2.96%,-0.73,2.68万,6492.28万,3.65%,24.83,23.93,24.83,24.69,0.77,0.35%,17.93,2.56
600463,空港股份,5.88,-2.97%,-0.18,1.02万,607.84万,3.14%,6.07,5.88,6.06,6.06,1.97,0.34%,-49.28,1.43
601515,东风股份,5.55,-2.97%,-0.17,2.99万,1685.79万,3.50%,5.75,5.55,5.73,5.72,0.93,0.22%,15.45,1.78
600778,友好集团,3.59,-2.97%,-0.11,2.44万,884.99万,2.70%,3.69,3.59,3.69,3.7,1.14,0.79%,-5.63,1.46
603668,天马科技,7.83,-2.97%,-0.24,3.46万,2744.06万,3.47%,8.07,7.79,7.93,8.07,1.14,1.02%,24.63,2.16
603019,中科曙光,33.58,-2.98%,-1.03,22.11万,7.52亿,2.98%,34.6,33.57,34.28,34.61,1.08,1.70%,112.79,4.44
600081,东风科技,16.3,-2.98%,-0.5,17.56万,2.84亿,6.01%,16.79,15.78,16.52,16.8,0.67,5.60%,40.81,3.54
600775,南京熊猫,7.17,-2.98%,-0.22,3.51万,2550.80万,3.38%,7.38,7.13,7.38,7.39,0.67,0.52%,209.07,1.9
603055,台华新材,5.52,-2.99%,-0.17,2.39万,1338.54万,3.16%,5.7,5.52,5.68,5.69,1.49,0.31%,37.24,1.56
603897,长城科技,16.78,-3.01%,-0.52,9084,1543.93万,2.49%,17.21,16.78,17.2,17.3,1.24,1.64%,17.87,1.63
601177,杭齿前进,7.73,-3.01%,-0.24,2.09万,1645.38万,3.14%,7.98,7.73,7.96,7.97,1.55,0.52%,31.34,1.82
603067,振华股份,6.44,-3.01%,-0.2,2.46万,1614.62万,4.67%,6.74,6.43,6.73,6.64,1.56,0.57%,16.44,1.95
603085,天成自控,9.65,-3.02%,-0.3,3.09万,3001.12万,3.52%,9.95,9.6,9.95,9.95,1.06,1.06%,63.29,3.56
603355,莱克电气,30.54,-3.02%,-0.95,1.30万,3958.54万,4.67%,31.46,29.99,31.22,31.49,2.1,0.32%,22.62,3.58
603969,银龙股份,3.85,-3.02%,-0.12,4.23万,1641.60万,2.77%,3.95,3.84,3.95,3.97,1.44,0.50%,24.75,1.74
600383,金地集团,12.51,-3.02%,-0.39,26.62万,3.39亿,4.73%,13.09,12.48,12.9,12.9,0.94,0.59%,8.48,1.08
603039,泛微网络,97.3,-3.03%,-3.04,4154,4101.59万,5.08%,101.09,95.99,99.99,100.34,1.21,0.20%,198.82,21.58
601929,吉视传媒,1.92,-3.03%,-0.06,16.82万,3254.82万,3.54%,1.98,1.91,1.97,1.98,1.83,0.54%,111.33,0.9
603019,中科曙光,33.56,-3.03%,-1.05,22.15万,7.54亿,3.00%,34.6,33.56,34.28,34.61,1.08,1.70%,112.72,4.44
600843,上工申贝,6.06,-3.04%,-0.19,1.01万,621.43万,3.04%,6.24,6.05,6.22,6.25,1.5,0.33%,61.27,1.42
603716,塞力医疗,15.93,-3.04%,-0.5,1.72万,2792.65万,4.87%,16.7,15.9,16.44,16.43,1.29,0.89%,85.58,2.15
600896,览海医疗,3.81,-3.05%,-0.12,2.83万,1087.67万,3.05%,3.93,3.81,3.93,3.93,1.13,0.33%,-23.94,1.89
603116,红蜻蜓,5.71,-3.06%,-0.18,1.40万,810.26万,3.57%,5.92,5.71,5.9,5.89,1.53,0.24%,41.36,0.97
688321,微芯生物,36.69,-3.06%,-1.16,2.18万,8177.97万,4.65%,38.35,36.59,38,37.85,0.98,0.87%,293.6,10.07
600109,国金证券,16.42,-3.07%,-0.52,66.53万,11.20亿,3.96%,17.08,16.41,16.86,16.94,0.77,2.20%,23.8,2.25
600636,国新文化,13.84,-3.08%,-0.44,2.57万,3600.72万,3.22%,14.3,13.84,14.28,14.28,0.71,0.57%,55.07,2.08
603690,至纯科技,37.29,-3.09%,-1.19,4.91万,1.85亿,4.60%,38.77,37,38.5,38.48,1.13,2.02%,104.29,3.97
600529,山东药玻,45.01,-3.10%,-1.44,17.92万,8.14亿,3.47%,46.61,45,46.51,46.45,0.93,3.01%,48.47,6.52
600168,武汉控股,6.56,-3.10%,-0.21,2.60万,1733.83万,3.69%,6.8,6.55,6.8,6.77,1.74,0.37%,12.23,0.86
603682,锦和商业,7.78,-3.11%,-0.25,1.65万,1305.44万,3.86%,8.07,7.76,8.04,8.03,1.35,1.75%,23.13,2.44
600585,海螺水泥,54.14,-3.11%,-1.74,52.06万,28.27亿,2.70%,55.05,53.54,55.01,55.88,1.7,1.30%,8.7,1.89
603117,万林物流,3.42,-3.12%,-0.11,3.52万,1215.33万,2.83%,3.51,3.41,3.51,3.53,1.78,0.56%,44.03,0.95
600529,山东药玻,45,-3.12%,-1.45,18.01万,8.19亿,3.47%,46.61,45,46.51,46.45,0.94,3.03%,48.46,6.52
600210,紫江企业,4.33,-3.13%,-0.14,6.60万,2896.01万,3.13%,4.47,4.33,4.46,4.47,1.16,0.43%,11.19,1.31
600664,哈药股份,3.09,-3.13%,-0.1,15.08万,4739.00万,3.45%,3.2,3.09,3.19,3.19,2.27,0.60%,-15.59,1.85
688321,微芯生物,36.66,-3.14%,-1.19,2.19万,8191.42万,4.65%,38.35,36.59,38,37.85,0.98,0.87%,293.36,10.06
603919,金徽酒,39.66,-3.15%,-1.29,8.82万,3.52亿,3.69%,40.95,39.44,40.95,40.95,0.64,1.79%,95.02,7.72
603386,广东骏亚,16.9,-3.15%,-0.55,6.33万,1.08亿,5.62%,17.58,16.6,17.5,17.45,2.59,2.99%,34.05,3.5
600630,龙头股份,5.82,-3.16%,-0.19,2.24万,1324.83万,3.16%,6,5.81,5.95,6.01,1.17,0.53%,-15.38,1.45
603716,塞力医疗,15.91,-3.16%,-0.52,1.76万,2857.47万,4.87%,16.7,15.9,16.44,16.43,1.32,0.92%,85.47,2.14
688333,铂力特,143.71,-3.17%,-4.7,6949,1.01亿,4.64%,149,142.12,148.46,148.41,1.17,1.57%,-659.12,10.98
600521,华海药业,31.35,-3.18%,-1.03,8.78万,2.78亿,3.37%,32.35,31.26,32.35,32.38,0.44,0.60%,40.69,7.38
603607,京华激光,14.9,-3.18%,-0.49,1.32万,1993.80万,3.44%,15.38,14.85,15.24,15.39,1.34,0.74%,28.73,3.08
603722,阿科力,26.75,-3.18%,-0.88,7146,1930.93万,2.86%,27.53,26.74,27.53,27.63,1.39,0.82%,58.94,4.24
600128,弘业股份,6.07,-3.19%,-0.2,3.19万,1956.33万,3.35%,6.25,6.04,6.25,6.27,1.17,1.29%,34.8,0.88
603928,兴业股份,10.91,-3.19%,-0.36,6883,762.32万,3.37%,11.29,10.91,11.29,11.27,1.24,0.34%,15.44,1.58
603876,鼎胜新材,14.84,-3.20%,-0.49,4.48万,6745.19万,2.87%,15.26,14.82,15.06,15.33,0.76,1.87%,-404.01,1.79
600260,凯乐科技,10.6,-3.20%,-0.35,13.44万,1.44亿,3.38%,10.95,10.58,10.95,10.95,1.38,1.38%,13.06,1.56
600169,太原重工,2.12,-3.20%,-0.07,20.99万,4514.20万,4.11%,2.21,2.12,2.17,2.19,0.67,0.82%,-13.34,1.81
600302,标准股份,4.22,-3.21%,-0.14,3.07万,1312.05万,3.67%,4.38,4.22,4.38,4.36,0.92,0.89%,965.61,1.36
600120,浙江东方,5.72,-3.21%,-0.19,13.60万,7931.05万,4.06%,5.96,5.72,5.94,5.91,1.08,0.61%,14.97,0.94
600626,申达股份,3.91,-3.22%,-0.13,4.25万,1688.48万,4.70%,4.09,3.9,4.06,4.04,1.4,0.53%,-21.05,1.06
603787,新日股份,28.54,-3.22%,-0.95,3.87万,1.11亿,3.29%,29.49,28.52,29.49,29.49,1.73,1.90%,35.08,5.47
600903,贵州燃气,11.71,-3.22%,-0.39,15.39万,1.82亿,3.72%,12.13,11.68,12.12,12.1,0.83,1.35%,58.51,4.82
603906,龙蟠科技,28.2,-3.23%,-0.94,9.27万,2.60亿,5.90%,28.91,27.19,28.19,29.14,0.85,2.70%,50.59,6.63
603716,塞力医疗,15.9,-3.23%,-0.53,1.80万,2915.19万,4.87%,16.7,15.9,16.44,16.43,1.35,0.93%,85.42,2.14
600725,ST云维,1.5,-3.23%,-0.05,6.58万,986.14万,5.16%,1.55,1.47,1.54,1.55,1.41,0.53%,116.28,5.91
600387,海越能源,6,-3.23%,-0.2,3.62万,2209.86万,3.87%,6.22,5.98,6.19,6.2,1.65,0.90%,39.75,0.9
600358,*ST联合,2.7,-3.23%,-0.09,2.97万,810.11万,4.66%,2.8,2.67,2.79,2.79,1.93,0.59%,36.31,5.69
